1012.279482 1491.142696 384.341801 1207.841745 683.339196 698.087580 890.037342
990.405135 1511.488358 128.207380 1147.110837 1375.323493 703.455282 874.751920
1005.931834 1494.723791 898.372133 1176.300820 1001.142637 704.640556 862.414854
982.633152 1475.160592 1254.250279 1160.083356 316.338644 701.025423 886.686182
982.978047 1469.517699 1231.544206 1218.779753 442.181396 706.676087 895.385384
1002.598455 1515.274167 500.156639 1155.268424 130.370058 690.540993 882.970829
1009.919941 1444.649163 267.836702 1529.492985 1259.987191 697.784966 888.943404
999.403792 1491.074494 1529.492985 1197.501656 1259.987191 698.645334 906.048098
1010.723795 1529.492985 618.721963 1259.987191 201.170273 701.631307 896.077945
1009.919941 1444.649163 267.836702 1259.987191 773.860173 697.784966 888.943404
